Iterations,Elapsed time,Pressure,Error,Status,Baro Pressure
1,0.052172183990478516,939.52185,16908288,6296576,939.92065
2,0.06352639198303223,939.52057,16908288,6296576,939.92603
3,0.06067681312561035,939.52057,16908288,6296576,939.92603
4,0.06139707565307617,939.52185,16908288,6296576,939.92603
5,0.06233859062194824,939.54059,16908288,6296576,939.92603
6,0.05923628807067871,939.52057,16908288,6296576,939.92603
7,0.06200575828552246,939.54767,16908288,6296576,939.92603
8,0.061574459075927734,939.54767,16908288,6296576,939.92603
9,0.060480594635009766,939.52185,16908288,6296576,939.92603
10,0.06227993965148926,939.52057,16908288,6296576,939.92725
11,0.06110692024230957,939.54767,16908288,6296576,939.92725
12,0.06084179878234863,939.54767,16908288,6296576,939.92725
13,0.06174755096435547,939.49475,16908288,6296576,939.92725
14,0.06298184394836426,939.52057,16908288,6296576,939.92725
15,0.060123443603515625,939.52185,16908288,6296576,939.92725
16,0.06116890907287598,939.49475,16908288,6296576,939.92725
17,0.06314229965209961,939.49475,16908288,6296576,939.92725
18,0.060547828674316406,939.54767,16908288,6296576,939.92725
19,0.06096076965332031,939.52185,16908288,6296576,939.9353
20,0.06266188621520996,939.52185,16908288,6296576,939.9353
21,0.06245279312133789,939.52057,16908288,6296576,939.9353
22,0.06209564208984375,939.52057,16908288,6296576,939.9353
23,0.060080766677856445,939.52185,16908288,6296576,939.9353
24,0.0619051456451416,939.52185,16908288,6296576,939.9353
25,0.06178402900695801,939.52057,16908288,6296576,939.9353
26,0.06058907508850098,939.52057,16908288,6296576,939.9353
27,0.05970454216003418,939.52185,16908288,6296576,939.93604
28,0.06274604797363281,939.54901,16908288,6296576,939.93604
29,0.06072735786437988,939.54767,16908288,6296576,939.93604
30,0.06255364418029785,939.49475,16908288,6296576,939.93604
31,0.06173253059387207,939.49475,16908288,6296576,939.93604
32,0.06191563606262207,939.52057,16908288,6296576,939.93604
33,0.06072735786437988,939.52057,16908288,6296576,939.93604
34,0.06262660026550293,939.52185,16908288,6296576,939.93604
35,0.06112551689147949,939.52057,16908288,6296576,939.92407
36,0.06297063827514648,939.52057,16908288,6296576,939.92407
37,0.06182241439819336,939.49408,16908288,6296576,939.92407
38,0.06103253364562988,939.54901,16908288,6296576,939.92407
39,0.06129264831542969,939.52057,16908288,6296576,939.92407
40,0.060964107513427734,939.52057,16908288,6296576,939.92407
41,0.06071782112121582,939.52057,16908288,6296576,939.92407
42,0.06082034111022949,939.52185,16908288,6296576,939.92407
43,0.06053638458251953,939.52057,16908288,6296576,939.93018
44,0.06097531318664551,939.52057,16908288,6296576,939.93018
45,0.06282973289489746,939.52057,16908288,6296576,939.93018
46,0.06096506118774414,939.52185,16908288,6296576,939.93018
47,0.06182432174682617,939.52057,16908288,6296576,939.93018
48,0.061487436294555664,939.52057,16908288,6296576,939.93018
49,0.062352895736694336,939.52185,16908288,6296576,939.93018
50,0.06316614151000977,939.52185,16908288,6296576,939.93018
51,0.06222724914550781,939.57483,16908288,6296576,939.92725
52,0.060678958892822266,939.54767,16908288,6296576,939.92725
53,0.06026315689086914,939.49475,16908288,6296576,939.92725
54,0.062447309494018555,939.49475,16908288,6296576,939.92725
55,0.06143045425415039,939.52057,16908288,6296576,939.92725
56,0.06200003623962402,939.52057,16908288,6296576,939.92725
57,0.062255144119262695,939.52185,16908288,6296576,939.92725
58,0.06136131286621094,939.54767,16908288,6296576,939.92725
59,0.06131148338317871,939.54767,16908288,6296576,939.92651
60,0.060973167419433594,939.54767,16908288,6296576,939.92651
61,0.06046175956726074,939.52185,16908288,6296576,939.92651
62,0.061435699462890625,939.52057,16908288,6296576,939.92651
63,0.06261324882507324,939.52057,16908288,6296576,939.92651
64,0.06061983108520508,939.52057,16908288,6296576,939.92651
65,0.06106376647949219,939.52185,16908288,6296576,939.92651
66,0.06114816665649414,939.54767,16908288,6296576,939.92651
67,0.060982704162597656,939.52057,16908288,6296576,939.92651
68,0.061617374420166016,939.52057,16908288,6296576,939.93188
69,0.06110644340515137,939.49475,16908288,6296576,939.93188
70,0.06272101402282715,939.54767,16908288,6296576,939.93188
71,0.06218886375427246,939.54767,16908288,6296576,939.93188
72,0.06342720985412598,939.54767,16908288,6296576,939.93188
73,0.06208634376525879,939.54767,16908288,6296576,939.93188
74,0.061452627182006836,939.52057,16908288,6296576,939.93188
75,0.06122469902038574,939.52057,16908288,6296576,939.93188
76,0.06006646156311035,939.52185,16908288,6296576,939.93188
77,0.061686038970947266,939.52057,16908288,6296576,939.93188
78,0.05997133255004883,939.52057,16908288,6296576,939.93188
79,0.06095242500305176,939.52185,16908288,6296576,939.93188
80,0.0612034797668457,939.49475,16908288,6296576,939.93188
81,0.06006050109863281,939.54767,16908288,6296576,939.93188
82,0.06026458740234375,939.54767,16908288,6296576,939.93188
83,0.06102466583251953,939.54901,16908288,6296576,939.93188
84,0.06207728385925293,939.52185,16908288,6296576,939.93091
85,0.06269526481628418,939.54767,16908288,6296576,939.93091
86,0.06271052360534668,939.54901,16908288,6296576,939.93091
87,0.06218123435974121,939.54901,16908288,6296576,939.93091
88,0.06230735778808594,939.52185,16908288,6296576,939.93091
89,0.06203174591064453,939.52057,16908288,6296576,939.93091
90,0.06197237968444824,939.52185,16908288,6296576,939.93091
91,0.06154036521911621,939.52185,16908288,6296576,939.93091
92,0.06203651428222656,939.52185,16908288,6296576,939.93213
93,0.06143355369567871,939.52057,16908288,6296576,939.93213
94,0.0620884895324707,939.52185,16908288,6296576,939.93213
95,0.061562538146972656,939.52185,16908288,6296576,939.93213
96,0.05955386161804199,939.52057,16908288,6296576,939.93213
97,0.061430931091308594,939.52057,16908288,6296576,939.93213
98,0.060999393463134766,939.52185,16908288,6296576,939.93213
99,0.06048321723937988,939.5755,16908288,6296576,939.93213
100,0.06173563003540039,939.54767,16908288,6296576,939.93188
101,0.06142091751098633,939.54767,16908288,6296576,939.93188
102,0.061586618423461914,939.49475,16908288,6296576,939.93188
103,0.06131434440612793,939.52185,16908288,6296576,939.93188
104,0.06226086616516113,939.52057,16908288,6296576,939.93188
105,0.06149005889892578,939.52185,16908288,6296576,939.93188
106,0.060600996017456055,939.52185,16908288,6296576,939.93188
107,0.06292915344238281,939.52057,16908288,6296576,939.93188
108,0.06369137763977051,939.49408,16908288,6296576,939.93188
109,0.06251668930053711,939.51349,16908288,6296576,939.93677
110,0.06216716766357422,939.49475,16908288,6296576,939.93677
111,0.05998969078063965,939.49475,16908288,6296576,939.93677
112,0.06253528594970703,939.54767,16908288,6296576,939.93677
113,0.06208372116088867,939.54901,16908288,6296576,939.93677
114,0.06256437301635742,939.52185,16908288,6296576,939.93677
115,0.06136059761047363,939.52185,16908288,6296576,939.93677
116,0.061128854751586914,939.54767,16908288,6296576,939.93677
117,0.06356215476989746,939.54901,16908288,6296576,939.93115
118,0.06094694137573242,939.52185,16908288,6296576,939.93115
119,0.06182527542114258,939.52057,16908288,6296576,939.93115
120,0.0615994930267334,939.52057,16908288,6296576,939.93115
121,0.06182575225830078,939.52185,16908288,6296576,939.93115
122,0.06341266632080078,939.52185,16908288,6296576,939.93115
123,0.06231498718261719,939.52057,16908288,6296576,939.93115
124,0.0607914924621582,939.54901,16908288,6296576,939.93115
125,0.0634307861328125,939.54901,16908288,6296576,939.93726
126,0.06191301345825195,939.52185,16908288,6296576,939.93726
127,0.061026573181152344,939.49408,16908288,6296576,939.93726
128,0.06319832801818848,939.49475,16908288,6296576,939.93726
129,0.061614274978637695,939.54767,16908288,6296576,939.93726
130,0.06145000457763672,939.54767,16908288,6296576,939.93726
131,0.05997061729431152,939.52057,16908288,6296576,939.93726
132,0.06209230422973633,939.52185,16908288,6296576,939.93726
133,0.0623621940612793,939.52057,16908288,6296576,939.93872
134,0.06152701377868652,939.52057,16908288,6296576,939.93872
135,0.06230044364929199,939.52057,16908288,6296576,939.93872
136,0.06081652641296387,939.52185,16908288,6296576,939.93872
137,0.06100130081176758,939.49408,16908288,6296576,939.93872
138,0.0622861385345459,939.52057,16908288,6296576,939.93872
139,0.06212496757507324,939.52057,16908288,6296576,939.93872
140,0.06213831901550293,939.54901,16908288,6296576,939.93872
141,0.062077999114990234,939.52057,16908288,6296576,939.93799
142,0.06077837944030762,939.52057,16908288,6296576,939.93799
143,0.06074118614196777,939.54901,16908288,6296576,939.93799
144,0.060834646224975586,939.54901,16908288,6296576,939.93799
145,0.061487674713134766,939.57483,16908288,6296576,939.93799
146,0.06014513969421387,939.52057,16908288,6296576,939.93799
147,0.06211996078491211,939.52185,16908288,6296576,939.93799
148,0.06176614761352539,939.52057,16908288,6296576,939.93799
149,0.06284189224243164,939.52057,16908288,6296576,939.93237
150,0.06280636787414551,939.51282,16908288,6296576,939.93237
151,0.06025195121765137,939.52185,16908288,6296576,939.93237
152,0.06150007247924805,939.52057,16908288,6296576,939.93237
153,0.06179952621459961,939.52057,16908288,6296576,939.93237
154,0.06084918975830078,939.52057,16908288,6296576,939.93237
155,0.05990409851074219,939.54901,16908288,6296576,939.93237
156,0.06252837181091309,939.52057,16908288,6296576,939.93237
157,0.06084585189819336,939.54767,16908288,6296576,939.93237
158,0.06094813346862793,939.54767,16908288,6296576,939.94165
159,0.06018662452697754,939.49475,16908288,6296576,939.94165
160,0.06343245506286621,939.52057,16908288,6296576,939.94165
161,0.06237196922302246,939.52057,16908288,6296576,939.94165
162,0.05955052375793457,939.54901,16908288,6296576,939.94165
163,0.062458038330078125,939.54901,16908288,6296576,939.94165
164,0.061749935150146484,939.52057,16908288,6296576,939.94165
165,0.06184053421020508,939.52057,16908288,6296576,939.94165
166,0.06022047996520996,939.54901,16908288,6296576,939.93164
167,0.06276941299438477,939.54901,16908288,6296576,939.93164
168,0.061426401138305664,939.52057,16908288,6296576,939.93164
169,0.060364723205566406,939.52185,16908288,6296576,939.93164
170,0.06348061561584473,939.49475,16908288,6296576,939.93164
171,0.06205296516418457,939.52057,16908288,6296576,939.93164
172,0.06194925308227539,939.52057,16908288,6296576,939.93164
173,0.06251859664916992,939.54901,16908288,6296576,939.93164
174,0.061508893966674805,939.52185,16908288,6296576,939.93384
175,0.06321406364440918,939.52057,16908288,6296576,939.93384
176,0.06240057945251465,939.54901,16908288,6296576,939.93384
177,0.06045365333557129,939.54901,16908288,6296576,939.93384
178,0.06189846992492676,939.54767,16908288,6296576,939.93384
179,0.062397003173828125,939.49408,16908288,6296576,939.93384
180,0.06341075897216797,939.49475,16908288,6296576,939.93384
